"stepOne_Param","stepOneTwo_Param","stepTwoTwo_Param","rewards_Param","stepOneChoice","stepTwoChoice","reward","rewardProbabilities","isHighProbOne","isHighProbTwo","trial_type","trial_index","time_elapsed","internal_node_id"
"[0,1]","[2,3]","[3,2]","[false,true,false,false]","1","2","false","[0.5534678889904099,0.4239315190426476,0.7477323274090276,0.6309830099023579]","false","true","dawsTwoStep","78","212811","0.0-78.0"
"[1,0]","[0,1]","[2,3]","[true,false,true,true]","1","2","true","[0.497557373204111,0.4253422154041504,0.7332297114826352,0.6108640273309255]","true","true","dawsTwoStep","79","215445","0.0-79.0"
"[1,0]","[1,0]","[0,1]","[false,false,true,true]","1","1","false","[0.5033243266169593,0.41055386164386015,0.75,0.6262701028169194]","true","false","dawsTwoStep","80","217753","0.0-80.0"
"[0,1]","[3,2]","[2,3]","[true,true,true,false]","1","2","true","[0.4900851241710762,0.4095655326836225,0.7463979787919246,0.620163204225527]","false","true","dawsTwoStep","81","220034","0.0-81.0"
"[1,0]","[1,0]","[2,3]","[false,true,false,true]","0","0","false","[0.4785138198215466,0.37596563807549765,0.75,0.5838921978722763]","true","true","dawsTwoStep","82","222239","0.0-82.0"
"[0,1]","[1,0]","[3,2]","[true,false,true,true]","0","1","false","[0.4871333156495294,0.35865944495645596,0.7014658463500906,0.5687269838259535]","true","true","dawsTwoStep","83","224496","0.0-83.0"
"[1,0]","[1,0]","[2,3]","[false,true,false,true]","1","3","true","[0.4498949889665935,0.361942374128687,0.7058651317051344,0.6059672300872967]","true","true","dawsTwoStep","84","226824","0.0-84.0"
"[1,0]","[1,0]","[3,2]","[false,false,true,true]","0","1","false","[0.4990681169787579,0.3520145791941917,0.717485075949202,0.5728606242528521]","true","true","dawsTwoStep","85","229237","0.0-85.0"
"[0,1]","[1,0]","[0,1]","[true,false,true,false]","1","1","false","[0.49787065462050495,0.33882186392918967,0.7022707299505712,0.5890004820999263]","true","false","dawsTwoStep","86","231682","0.0-86.0"
"[1,0]","[0,1]","[2,3]","[true,true,true,true]","1","2","true","[0.4903069485634669,0.31041940170956334,0.7471109269289825,0.5334173043491364]","true","true","dawsTwoStep","87","234054","0.0-87.0"
"[0,1]","[1,0]","[3,2]","[false,false,false,false]","0","0","false","[0.4844378971792473,0.3599630010175869,0.7413338872717924,0.521331387611483]","true","true","dawsTwoStep","88","236430","0.0-88.0"
"[1,0]","[1,0]","[2,3]","[false,false,true,false]","0","1","false","[0.5260859097154944,0.35867795284708764,0.75,0.5250332858974932]","true","true","dawsTwoStep","89","238868","0.0-89.0"
"[0,1]","[1,0]","[2,3]","[false,true,true,true]","1","3","true","[0.5092328736257901,0.32007209970436856,0.75,0.5747196633546539]","true","true","dawsTwoStep","90","241164","0.0-90.0"
"[0,1]","[1,0]","[0,1]","[false,true,true,true]","0","1","true","[0.5076710760293998,0.28055002549122504,0.732408021851524,0.5702604854669205]","true","false","dawsTwoStep","91","243528","0.0-91.0"
"[0,1]","[1,0]","[2,3]","[true,true,false,false]","0","0","true","[0.516209333751786,0.2512844020006049,0.723476955871098,0.5634454001030997]","true","true","dawsTwoStep","92","245743","0.0-92.0"
"[0,1]","[0,1]","[1,0]","[false,true,true,false]","1","1","true","[0.5278122709709461,0.25,0.75,0.5492042803298915]","true","false","dawsTwoStep","93","248127","0.0-93.0"
"[0,1]","[0,1]","[1,0]","[false,false,false,false]","1","0","false","[0.5298142371413987,0.25,0.7368499117827856,0.5388500931543618]","true","false","dawsTwoStep","94","250360","0.0-94.0"
"[0,1]","[1,0]","[0,1]","[true,false,true,true]","0","1","false","[0.5404333160553123,0.25,0.7492107784856485,0.5080669152678154]","true","false","dawsTwoStep","95","253002","0.0-95.0"
"[0,1]","[1,0]","[3,2]","[true,false,true,true]","0","0","true","[0.5824093072941396,0.25627457057265096,0.75,0.4937697445430095]","true","true","dawsTwoStep","96","255271","0.0-96.0"
"[1,0]","[0,1]","[2,3]","[true,true,false,true]","0","0","true","[0.5572819259287456,0.2735811673794267,0.7409364823775507,0.4564085110179076]","true","true","dawsTwoStep","97","257576","0.0-97.0"
"[1,0]","[0,1]","[3,2]","[true,false,true,false]","0","1","false","[0.608259383498529,0.26139356996644203,0.75,0.4701276090387807]","true","true","dawsTwoStep","98","259852","0.0-98.0"
"[0,1]","[2,3]","[0,1]","[true,false,false,true]","0","2","false","[0.6283075339425168,0.25,0.6990627466104522,0.5213786451578615]","false","false","dawsTwoStep","99","262088","0.0-99.0"
"[0,1]","[0,1]","[3,2]","[false,true,true,true]","0","1","true","[0.6257829945171502,0.2675073711192715,0.676340871189843,0.5130533095983337]","true","true","dawsTwoStep","100","264401","0.0-100.0"
