"stepOne_Param","stepOneTwo_Param","stepTwoTwo_Param","rewards_Param","stepOneChoice","stepTwoChoice","reward","rewardProbabilities","isHighProbOne","isHighProbTwo","trial_type","trial_index","time_elapsed","internal_node_id"
"[1,0]","[3,2]","[3,2]","[false,true,true,true]","1","3","true","[0.49619849021412227,0.5763099892664204,0.5252221829128665,0.6775145082705816]","false","true","dawsTwoStep","31","90353","0.0-31.0"
"[0,1]","[1,0]","[3,2]","[true,false,true,true]","0","0","true","[0.5041318739284513,0.5594748920385593,0.5432042711920616,0.6536880692207767]","true","true","dawsTwoStep","32","93371","0.0-32.0"
"[0,1]","[1,0]","[2,3]","[false,false,true,false]","0","0","false","[0.48441859048253,0.573145669272317,0.5718552008686173,0.6386911418685581]","true","true","dawsTwoStep","33","95899","0.0-33.0"
"[1,0]","[0,1]","[3,2]","[true,false,true,false]","1","3","false","[0.4942214349815336,0.5754977215561636,0.6067121221175391,0.6318111821972525]","true","true","dawsTwoStep","34","98562","0.0-34.0"
"[0,1]","[0,1]","[1,0]","[false,true,true,false]","0","1","true","[0.5152426501239668,0.5933817000487916,0.5770194288288616,0.6076355284452605]","true","false","dawsTwoStep","35","101002","0.0-35.0"
"[1,0]","[3,2]","[3,2]","[true,true,true,true]","1","2","true","[0.5258147026260204,0.6304692778142753,0.5736411358363764,0.6308547310219851]","false","true","dawsTwoStep","36","103695","0.0-36.0"
"[1,0]","[1,0]","[2,3]","[false,true,true,true]","1","2","true","[0.498704812651287,0.6377854088125884,0.5776569762499987,0.6760269316996019]","true","true","dawsTwoStep","37","106270","0.0-37.0"
"[0,1]","[0,1]","[0,1]","[true,true,true,true]","0","1","true","[0.5291853684545288,0.6521461222548248,0.5968888290264646,0.6679749623571013]","true","false","dawsTwoStep","38","109118","0.0-38.0"
"[0,1]","[2,3]","[2,3]","[false,true,true,false]","0","2","true","[0.4991537805160145,0.6498952883914283,0.6316709394976823,0.6636895897356365]","false","true","dawsTwoStep","39","111397","0.0-39.0"
"[0,1]","[1,0]","[0,1]","[false,true,true,true]","0","1","true","[0.49595928547590745,0.6360315992600416,0.6862229731317863,0.6514797293282776]","true","false","dawsTwoStep","40","114087","0.0-40.0"
"[0,1]","[1,0]","[3,2]","[true,true,true,true]","0","0","true","[0.5146404165758434,0.5949438043294338,0.6989176743267064,0.6778698155418618]","true","true","dawsTwoStep","41","116490","0.0-41.0"
"[1,0]","[2,3]","[0,1]","[true,true,false,true]","1","1","true","[0.5035537559505707,0.5709164567846053,0.6349042571393523,0.6726348417272232]","false","false","dawsTwoStep","42","118862","0.0-42.0"
"[0,1]","[0,1]","[2,3]","[false,true,false,false]","0","1","true","[0.5062333617756452,0.5396214781139401,0.5998911788238297,0.6628565913294071]","true","true","dawsTwoStep","43","121821","0.0-43.0"
"[0,1]","[3,2]","[2,3]","[true,true,false,true]","0","3","true","[0.4666785707226915,0.5396655442948904,0.5942418087737945,0.6969621017242605]","false","true","dawsTwoStep","44","124222","0.0-44.0"
"[1,0]","[0,1]","[2,3]","[false,false,true,true]","1","3","true","[0.4728579762156988,0.510970898143513,0.5767986821411792,0.7025726577512699]","true","true","dawsTwoStep","45","126634","0.0-45.0"
"[1,0]","[1,0]","[3,2]","[true,false,true,true]","1","3","true","[0.47401555026917797,0.5327984098626806,0.5962692546052452,0.6886976133361701]","true","true","dawsTwoStep","46","129258","0.0-46.0"
"[0,1]","[1,0]","[3,2]","[true,true,false,true]","0","1","true","[0.4701019510582362,0.5292860528153006,0.626951527765923,0.7245188930044026]","true","true","dawsTwoStep","47","132096","0.0-47.0"
"[0,1]","[3,2]","[3,2]","[true,false,true,true]","0","3","true","[0.5032272096993622,0.566244454265683,0.6251644762079646,0.6890062737625647]","false","true","dawsTwoStep","48","134959","0.0-48.0"
"[0,1]","[0,1]","[3,2]","[false,false,true,true]","0","1","false","[0.470610601175921,0.5896947926911115,0.6440905762129492,0.6840474593775066]","true","true","dawsTwoStep","49","137655","0.0-49.0"
"[0,1]","[0,1]","[2,3]","[false,true,true,true]","0","1","true","[0.4423194619883707,0.5611090536422237,0.6221714219486383,0.6993083338717319]","true","true","dawsTwoStep","50","140458","0.0-50.0"
"[0,1]","[0,1]","[2,3]","[false,true,true,true]","0","1","true","[0.48157899988343766,0.5744290281029579,0.6599744689007916,0.727191767713341]","true","true","dawsTwoStep","51","142870","0.0-51.0"
"[0,1]","[1,0]","[2,3]","[false,false,true,true]","0","1","false","[0.4911089262326934,0.5514440144703091,0.6399740795926911,0.7038229395741072]","true","true","dawsTwoStep","52","145471","0.0-52.0"
"[0,1]","[0,1]","[0,1]","[false,false,false,true]","0","1","false","[0.4576032913799624,0.5734415183422441,0.6532721418348997,0.6901374840573093]","true","false","dawsTwoStep","53","147935","0.0-53.0"
"[0,1]","[1,0]","[2,3]","[false,true,false,true]","0","0","false","[0.4963198536451249,0.5609323963403741,0.650540502636131,0.7125839242927041]","true","true","dawsTwoStep","54","150599","0.0-54.0"
"[0,1]","[2,3]","[3,2]","[false,true,false,true]","0","3","true","[0.5207333787248225,0.558530878114624,0.611791963949619,0.7435013558885871]","false","true","dawsTwoStep","55","152989","0.0-55.0"
"[0,1]","[0,1]","[2,3]","[false,false,false,true]","0","1","false","[0.47372229125547394,0.5456389586933938,0.5701754492798122,0.75]","true","true","dawsTwoStep","56","155403","0.0-56.0"
"[1,0]","[0,1]","[3,2]","[true,true,true,true]","0","1","true","[0.41811464590328173,0.540447954574686,0.5958916381522925,0.75]","true","true","dawsTwoStep","57","158950","0.0-57.0"
"[1,0]","[1,0]","[2,3]","[true,true,false,true]","0","1","true","[0.4259425302057344,0.4966730375047563,0.6021047140640422,0.75]","true","true","dawsTwoStep","58","161579","0.0-58.0"
"[1,0]","[0,1]","[3,2]","[true,false,false,true]","0","1","false","[0.4423847281110612,0.46873658128877066,0.5981498690636273,0.75]","true","true","dawsTwoStep","59","164146","0.0-59.0"
"[1,0]","[1,0]","[3,2]","[false,false,true,true]","0","1","false","[0.4243139880541625,0.46213444899324474,0.6270746748029047,0.75]","true","true","dawsTwoStep","60","166456","0.0-60.0"
"[1,0]","[1,0]","[2,3]","[false,false,false,false]","0","0","false","[0.410386330714579,0.5041989126320363,0.6324385850350992,0.7455294641473066]","true","true","dawsTwoStep","61","168822","0.0-61.0"
"[0,1]","[0,1]","[3,2]","[true,false,true,true]","1","3","true","[0.37290681674038983,0.5421634070153655,0.6403764885137565,0.75]","true","true","dawsTwoStep","62","171130","0.0-62.0"
"[1,0]","[1,0]","[1,0]","[true,false,false,true]","0","1","false","[0.3352514119497002,0.5694217606788429,0.6390873070379293,0.75]","true","false","dawsTwoStep","63","174390","0.0-63.0"
"[0,1]","[1,0]","[3,2]","[true,true,true,true]","1","3","true","[0.3276833541822457,0.566672738241372,0.6601693864155671,0.75]","true","true","dawsTwoStep","64","178101","0.0-64.0"
"[1,0]","[0,1]","[2,3]","[true,true,true,true]","0","1","true","[0.3830297638467412,0.5873619398180183,0.661596492392498,0.75]","true","true","dawsTwoStep","65","180442","0.0-65.0"
"[1,0]","[3,2]","[2,3]","[true,false,true,true]","0","3","true","[0.3649561829713817,0.5811463941516746,0.6703646115612155,0.7087663311750948]","false","true","dawsTwoStep","66","183557","0.0-66.0"
"[0,1]","[1,0]","[0,1]","[true,false,false,true]","1","1","false","[0.3751899822873775,0.5463725472073584,0.6600383256358858,0.6909919774799393]","true","false","dawsTwoStep","67","185966","0.0-67.0"
"[1,0]","[3,2]","[2,3]","[false,false,true,true]","0","2","true","[0.4087250336037404,0.5401666360966901,0.666450424833885,0.706648755921624]","false","true","dawsTwoStep","68","188402","0.0-68.0"
"[1,0]","[0,1]","[3,2]","[false,true,false,true]","0","0","false","[0.3664867691989182,0.5620708189533363,0.6411077052993249,0.75]","true","true","dawsTwoStep","69","190818","0.0-69.0"
"[1,0]","[2,3]","[2,3]","[true,true,false,true]","0","3","true","[0.38539203206698136,0.544723266438574,0.6267378181860973,0.7416205957406925]","false","true","dawsTwoStep","70","193324","0.0-70.0"
"[0,1]","[3,2]","[2,3]","[true,true,true,true]","1","2","true","[0.38958141115133355,0.5373831154494813,0.6372022083224891,0.7432000463308734]","false","true","dawsTwoStep","71","195866","0.0-71.0"
"[0,1]","[0,1]","[1,0]","[false,true,true,true]","1","0","false","[0.3761058851864474,0.4924111903052059,0.6521774505763447,0.7199532137194121]","true","false","dawsTwoStep","72","198641","0.0-72.0"
"[1,0]","[1,0]","[2,3]","[false,true,false,false]","0","1","true","[0.4506885591641666,0.5277933356471223,0.6831561102092231,0.75]","true","true","dawsTwoStep","73","200905","0.0-73.0"
"[1,0]","[2,3]","[3,2]","[false,false,true,false]","0","3","false","[0.4840025713600461,0.5281365573624388,0.7126970910523746,0.75]","false","true","dawsTwoStep","74","203335","0.0-74.0"
"[0,1]","[1,0]","[1,0]","[false,false,false,true]","1","1","false","[0.49405897882862454,0.5111824849500155,0.7121910678197051,0.75]","true","false","dawsTwoStep","75","205835","0.0-75.0"
"[0,1]","[3,2]","[1,0]","[true,false,true,true]","1","0","true","[0.5196900625297948,0.5026888819899011,0.7363503053282594,0.7253172661023349]","false","false","dawsTwoStep","76","208595","0.0-76.0"
"[1,0]","[1,0]","[2,3]","[false,false,true,false]","0","1","false","[0.5199962598478775,0.4831053611949381,0.75,0.684826211478425]","true","true","dawsTwoStep","77","211385","0.0-77.0"
"[0,1]","[1,0]","[1,0]","[true,false,true,false]","1","0","true","[0.5197801798382649,0.529944356971355,0.75,0.6598060194680931]","true","false","dawsTwoStep","78","213996","0.0-78.0"
"[1,0]","[1,0]","[3,2]","[false,false,false,true]","0","0","false","[0.5637599222597456,0.5312661096838037,0.75,0.6501703386902652]","true","true","dawsTwoStep","79","216830","0.0-79.0"
"[0,1]","[0,1]","[2,3]","[false,false,true,true]","1","3","true","[0.5857106640185096,0.4993030663579881,0.7452585832798491,0.6733252174733131]","true","true","dawsTwoStep","80","219312","0.0-80.0"
"[1,0]","[3,2]","[2,3]","[true,false,true,true]","0","3","true","[0.581095622169285,0.45866648672992305,0.7321299738179667,0.604193965274762]","false","true","dawsTwoStep","81","222051","0.0-81.0"
"[1,0]","[0,1]","[2,3]","[false,false,true,true]","0","1","false","[0.5572434942939202,0.465036178584773,0.7065067583641247,0.5823077689677832]","true","true","dawsTwoStep","82","224934","0.0-82.0"
"[0,1]","[1,0]","[3,2]","[true,true,true,true]","1","2","true","[0.5124024649579936,0.5102435877884991,0.75,0.5822541001523752]","true","true","dawsTwoStep","83","227205","0.0-83.0"
"[0,1]","[0,1]","[2,3]","[true,false,false,true]","1","2","false","[0.5097341809489239,0.49986334355428774,0.7237195450709932,0.5868912333435733]","true","true","dawsTwoStep","84","229939","0.0-84.0"
"[1,0]","[3,2]","[1,0]","[true,true,true,false]","0","3","false","[0.5032464147489625,0.5248938920607091,0.7319104576686036,0.593135090554929]","false","false","dawsTwoStep","85","233190","0.0-85.0"
"[0,1]","[1,0]","[3,2]","[false,true,true,true]","1","2","true","[0.5293017199813685,0.5485660725688909,0.7269275574556416,0.5642473013961327]","true","true","dawsTwoStep","86","235502","0.0-86.0"
"[0,1]","[1,0]","[1,0]","[true,true,true,false]","1","0","true","[0.5411428622078908,0.5686870306859375,0.6902977739706359,0.5691992020046536]","true","false","dawsTwoStep","87","237804","0.0-87.0"
